COURSES_ID,CRS_NAME,CRS_SUBJECT,CRS_NO,CRS_TITLE,CS_DEPARTMENT1,CRS_MIN_CRED,CRS_MAX_CRED,CRS_PREREQS,eqryCourseLocations_POS1.CRS_LOCATIONS,eqryCourseLocations_POS2.CRS_LOCATIONS,eqryCourseLocations_POS3.CRS_LOCATIONS,eqryCourseType_POS1.CRS_COURSE_TYPES,eqryCourseType_POS2.CRS_COURSE_TYPES,eqryCourseType_POS3.CRS_COURSE_TYPES,eqryCourseType_POS4.CRS_COURSE_TYPES,eqryCourseType_POS5.CRS_COURSE_TYPES
615,PSY-140,PSY,140,Personality,PSY,4,,Y,MAIN,,,,,,,
616,PSY-150,PSY,150,Topics:,PSY,2,4,Y,MAIN,WIJ,,,,,,
620,PSY-192,PSY,192,Indiv Research in Psychology,PSY,1,4,,MAIN,,,,,,,
621,PSY-197,PSY,197,Capstone Sr Research -Psych I,PSY,2,,Y,MAIN,,,WSI,IMD,RES,,
622,PSY-198,PSY,198,Capstone Sr Research -Psych II,PSY,2,,Y,MAIN,,,WSI,IMD,RES,,
623,AN-001,AN,001,Intro to Cultural Anthropology,SOC,4,,,MAIN,,,US,,,,
624,SOC-020,SOC,020,Contemporary Marriage,SOC,4,,,MAIN,,,,,,,
625,AN-115,AN,115,Peoples and Cultures,SOC,4,,,MAIN,,,TG,,,,
626,AN-130,AN,130,Applied Anthropology,SOC,4,,,MAIN,,,,,,,
627,AN-135,AN,135,Gender & Sex Roles Crosscultural Perspec,SOC,4,,,MAIN,,,TG,,,,
628,AN-140,AN,140,Food Systems,SOC,4,,,MAIN,,,TG,SS,,,
629,AN-145,AN,145,Culture Theory,SOC,4,,,MAIN,,,WSI,,,,
630,AN-150,AN,150,Cross-Cultural Communication,SOC,4,,Y,MAIN,,,,,,,
631,AN-155,AN,155,Sociology of Global Inequality & Develop,SOC,4,,Y,MAIN,,,,,,,
633,AN-195,AN,195,Senior Seminar,SOC,2,4,Y,MAIN,,,IMD,,,,
635,BIO-040,BIO,040,Human Nutrition,BIO,4,,,MAIN,,,,,,,
639,BIO-104,BIO,104,Marine Biology w/ Lab,BIO,4,,Y,MAIN,,,,,,,
64,CHM-133,CHM,133,Physical Chemistry II Lab,CHM,1,,,MAIN,,,,,,,
641,GRK-101,GRK,101,Intermediate Greek I,RS,4,,Y,MAIN,,,,,,,
642,GRK-102,GRK,102,Intermediate Greek II,RS,4,,Y,MAIN,,,,,,,
643,GRK-151,GRK,151,Advanced Greek Reading,,4,,,MAIN,,,,,,,
644,HB-001,HB,001,Elementary Hebrew I,RS,4,,,MAIN,,,MFL,,,,
645,HB-002,HB,002,Elementary Hebrew II,RS,4,,Y,MAIN,,,MFL,,,,
647,GER-002,GER,002,Elementary German II,ML,4,,,MAIN,,,MFL,,,,
649,GER-004,GER,004,Intermediate German II,ML,4,,,MAIN,,,MFL,,,,
65,PEA-020,PEA,020,"Sailing, Beginning",KNS,1,,,MAIN,,,PEA,,,,
650,RS-001,RS,001,Introduction to Old Testament,RS,4,,,MAIN,,,OT,,,,
651,RS-001H,RS,001H,Intro to Old Testament: Honors,RS,4,,,MAIN,,,OT,,,,
653,RS-020H,RS,020H,Intro Christian Doc: Honors,,4,,,MAIN,,,CD,,,,
655,RS-100,RS,100,Found Spiritual Formation,RS,4,,,MAIN,,,IMD,,,,
659,RS-102,RS,102,Poetic & Wisdom Lit Old Test,RS,4,,Y,MAIN,,,,,,,
660,RS-103,RS,103,Christian Apologetics,RS,4,,Y,MAIN,,,RA,,,,
666,BIO-124,BIO,124,"Biology, Values & the Developing World",BIO,4,,Y,MAIN,,,IMD,,,,
669,BIO-128,BIO,128,Comparative/Env Physiol w/ Lab,BIO,4,,Y,MAIN,,,,,,,
670,RS-106,RS,106,OT Ancient Near East Context,RS,4,,Y,MAIN,,,,,,,
671,RS-107,RS,107,New Testament Seminar,RS,4,,,MAIN,,,WSI,IMD,,,
672,RS-108,RS,108,Prophetic Lit Old Testament,RS,4,,Y,MAIN,,,,,,,
674,RS-110,RS,110,Jesus in the Gospels,RS,4,,Y,MAIN,,,,,,,
676,BIO-132,BIO,132,Molecular Biology w/ Lab,BIO,4,,Y,MAIN,,,,,,,
677,RS-111,RS,111,Paul and His Legacy,RS,4,,Y,MAIN,,,,,,,
680,RS-113,RS,113,Church in the New Testament,RS,4,,Y,MAIN,,,SS,,,,
681,BIO-150,BIO,150,Topics:,BIO,1,4,Y,MAIN,,,,,,,
682,BIO-151,BIO,151,Plant Classification w/ Lab,BIO,4,,Y,MAIN,,,,,,,
683,RS-114,RS,114,The World of The New Testament,RS,4,,Y,MAIN,,,,,,,
686,RS-116,RS,116,The Apocalypse,RS,4,,Y,MAIN,,,,,,,
690,RS-121,RS,121,"Modern Christianity, 1650-1914",RS,4,,,MAIN,,,,,,,
692,RS-122,RS,122,Contemporary Christianity,RS,4,,,MAIN,,,TG,TH,,,
694,BIO-192,BIO,192,Lab/Instructional Practicum,BIO,1,,,MAIN,,,,,,,
695,BIO-195,BIO,195,Seminar in Biological Literature,BIO,1,,,MAIN,,,IMD,,,,
696,BIO-196,BIO,196,Seminar in Bioethics,BIO,1,,,MAIN,,,IMD,,,,
697,BIO-197,BIO,197,Biology & Faith,BIO,4,,,MAIN,,,IMD,,,,
698,RS-123,RS,123,American Christianity,RS,4,,,MAIN,,,,,,,
699,BIO-198,BIO,198,Research,BIO,1,4,,MAIN,,,,,,,
7,PSY-001,PSY,001,General Psychology,PSY,4,,,MAIN,,,ELS,,,,
700,RS-124,RS,124,Old Testament Theology,RS,4,,Y,MAIN,,,,,,,
701,CHM-001,CHM,001,Introductory General Chemistry,,4,,,MAIN,,,EPS,QAR,,,
702,RS-125,RS,125,Theology,RS,4,,Y,MAIN,,,WSI,,,,
704,RS-126,RS,126,Topical Theology,RS,4,,Y,MAIN,,,,,,,
705,RS-127,RS,127,Theological Formation,RS,4,,Y,MAIN,,,,,,,
709,CHM-005H,CHM,005H,General Chemistry I w/ Lab: Honors,CHM,4,,Y,MAIN,,,EPS,QAR,,,
71,APP-062,APP,062,Leadership Skills/Fieldwork,APP,1,,,MAIN,,,SS,,,,
711,RS-130,RS,130,Philosophical Theology,RS,4,,Y,MAIN,,,,,,,
712,RS-131,RS,131,Seminar in Theology,RS,1,4,Y,MAIN,,,,,,,
713,CHM-006H,CHM,006H,General Chemistry II w/ Lab: Honors,CHM,4,,Y,MAIN,,,,,,,
716,CHM-014,CHM,014,Scientific Glassblowing,CHM,1,,,MAIN,,,,,,,
72,APP-063,APP,063,Issues & Case Studies in Leadership,,2,,,MAIN,,,,,,,
722,RS-138,RS,138,Judaism,RS,4,,,MAIN,,,,,,,
723,RS-139,RS,139,World of Islam,RS,4,,,MAIN,,,TG,,,,
724,RS-142,RS,142,World Religions,RS,4,,,MAIN,,,TG,,,,
726,RS-150,RS,150,Theological History Seminar,RS,4,,,MAIN,,,,,,,
729,RS-157,RS,157,History of Christian Mission,RS,4,,,MAIN,,,,,,,
730,RS-159,RS,159,Missiology,RS,4,,,MAIN,,,TG,,,,
731,RS-163,RS,163,Philosophy of Religion,RS,4,,Y,MAIN,,,,,,,
732,RS-165,RS,165,Religions in Context,RS,4,,,ISTAN,,,TH,,,,
734,CHM-104,CHM,104,Advanced Inorganic Chemistry,CHM,4,,Y,MAIN,,,,,,,
739,SOC-101,SOC,101,Principles of Sociology,,4,,,MAIN,,,,,,,
741,SOC-106,SOC,106,Social Research Methods,SOC,4,,Y,MAIN,,,,,,,
742,SOC-107,SOC,107,Qualitative & Quantitative Analy w/Lab,SOC,4,,Y,MAIN,,,QAR,,,,
75,APP-090,APP,090,Inoculum: Wilderness/Orient,APP,1,,,MAIN,,,,,,,
750,SOC-138,SOC,138,Complex Organizations,,4,,Y,MAIN,,,,,,,
751,CHM-150,CHM,150,Special Topics: Prerequisite Chm 102,CHM,1,4,Y,MAIN,,,,,,,
752,CHM-160,CHM,160,Advanced Organic Chemistry w/ Lab,CHM,4,,Y,MAIN,,,,,,,
754,CHM-190,CHM,190,Internship,CHM,1,,,MAIN,,,,,,,
756,SOC-143,SOC,143,Urban Sociology,,4,,Y,MAIN,,,,,,,
757,SOC-145,SOC,145,Social Psychology,,4,,Y,MAIN,,,,,,,
758,SOC-150,SOC,150,Cross-Cultural Communication,SOC,4,,Y,MAIN,,,,,,,
759,SOC-155,SOC,155,Sociology of Global Inequality & Develop,SOC,4,,Y,MAIN,,,,,,,
760,SOC-171,SOC,171,Sociological Theory,SOC,4,,Y,MAIN,,,WSI,,,,
761,SOC-175,SOC,175,Child Welfare,SOC,4,,,MAIN,,,,,,,
762,SOC-177,SOC,177,Interpersonal Violence,SOC,4,,,MAIN,,,US,,,,
763,SOC-180,SOC,180,Human Services & Social Policy,SOC,4,,,MAIN,,,US,WSI,,,
764,SOC-182,SOC,182,Sociology of Deviance,SOC,4,,Y,MAIN,,,,,,,
765,ART-001H,ART,001H,Principles of Art: Honors,,4,,,MAIN,,,PIA,WA,,,
766,SOC-189,SOC,189,Sociology of Race & Ethnicity,SOC,4,,,MAIN,URB,,,,,,
77,ART-010,ART,010,2-D Design,ART,4,,,MAIN,,,PIA,WA,,,
770,SOC-194,SOC,194,Tutorial,SOC,1,4,,MAIN,,,,,,,
771,SOC-195,SOC,195,Senior Seminar,SOC,2,4,Y,MAIN,,,IMD,,,,
773,SOC-198,SOC,198,Independent Research,,4,,,MAIN,,,,,,,
774,SP-001,SP,001,Elementary Spanish I,ML,4,,,MAIN,,,MFL,,,,
777,SP-003,SP,003,Intermediate Spanish I,ML,4,,,MAIN,,,MFL,,,,
778,ART-194,ART,194,Tutorial:,ART,1,4,,MAIN,,,,,,,
780,SP-004,SP,004,Intermediate Spanish II,ML,4,,,MAIN,,,MFL,,,,
782,BIO-194,BIO,194,Tutorial:,BIO,1,4,,MAIN,,,,,,,
783,SP-101,SP,101,Survey Spanish Lit to 1700,ML,4,,Y,MAIN,,,RIL,,,,
784,SP-102,SP,102,Survey Span Lit 1700 Present,ML,4,,Y,MAIN,,,RIL,,,,
785,SP-103,SP,103,Latin American Lit to 1885,ML,4,,Y,MAIN,,,RIL,,,,
788,SP-111,SP,111,Hispanic Cultures: Latin Amer,ML,4,,Y,MAIN,,,WSI,,,,
789,SP-130,SP,130,Spanish Film and Literature,,4,,Y,MAIN,,,WSI,,,,
791,SP-172,SP,172,Golden Age Literature,ML,4,,Y,MAIN,,,WSI,,,,
792,SP-176,SP,176,Post-Civil War Spanish Lit,ML,4,,Y,MAIN,,,,,,,
793,SP-183,SP,183,Spanish American Poetry,ML,4,,Y,MAIN,,,RIL,WSI,,,
794,SP-184,SP,184,Cont Spanish Amer Short Story,ML,4,,Y,MAIN,,,WSI,,,,
795,SP-185,SP,185,Cont Spanish Amer Novel,,4,,Y,MAIN,,,,,,,
797,SP-195,SP,195,Seminar: Special Topics,ML,2,4,Y,MAIN,MX,,,,,,
798,SP-194,SP,194,Tutorial,ML,2,4,,MAIN,,,,,,,
799,TA-001,TA,001,Great Literature of The Stage,TA,4,,,MAIN,,,RIL,PIA,WA,,
800,TA-011,TA,011,Acting Ii: The Body and Devised Theatre,TA,4,,Y,MAIN,,,,,,,
807,TA-131,TA,131,Dance Performance,TA,2,,,MAIN,,,PP,,,,
808,TA-036,TA,036,Design for the Theatre,TA,4,,,MAIN,,,PIA,WA,,,
81,ART-021,ART,021,Art History Prehistoric to Gothic,ART,4,,,MAIN,,,TH,,,,
815,TA-150,TA,150,Rehearsal & Performance II,TA,1,2,,MAIN,,,PP,,,,
817,TA-160,TA,160,Technical Production II,TA,1,2,,MAIN,,,,,,,
819,TA-071,TA,071,Intermediate Ballet,TA,2,,,MAIN,,,PEA,,,,
82,ART-022,ART,022,Art History Renaissance to Modern,ART,4,,,MAIN,,,TH,,,,
821,TA-072,TA,072,Creative and Modern Dance,TA,2,,,MAIN,,,PEA,,,,
822,TA-073,TA,073,Intermediate Modern Dance,TA,2,,,MAIN,,,PEA,,,,
825,TA-075,TA,075,Intermediate Jazz Dance,TA,2,,,MAIN,,,PEA,,,,
826,TA-094,TA,094,Tutorial,,1,4,,MAIN,,,,,,,
827,TA-111,TA,111,Acting III: Acting Shakespeare,TA,4,,Y,MAIN,,,PIA,PP,WA,,
828,GER-194,GER,194,Tutorial:,ML,1,4,,MAIN,,,,,,,
83,ART-023,ART,023,Introduction to World Art,ART,4,,,MAIN,,,TG,,,,
834,TA-126,TA,126,Choreography and Composition,TA,2,,Y,MAIN,,,,,,,
84,ART-110,ART,110,Design II,ART,4,,Y,MAIN,,,,,,,
841,TA-140,TA,140,Ethni & Gender on Amer Stage,TA,4,,,MAIN,,,PIA,WA,,,
844,TA-190,TA,190,Internship,TA,1,8,,MAIN,,,,,,,
85,ART-115,ART,115,Drawing II,ART,4,,Y,MAIN,,,,,,,
851,IS-196,IS,196,Ethnic & Gender Studies Seminar,SOC,4,,,MAIN,,,,,,,
855,ART-094,ART,094,Tutorial:,ART,1,4,,MAIN,,,,,,,
856,BIO-094,BIO,094,Tutorial:,BIO,1,4,,MAIN,,,,,,,
857,ART-098,ART,098,Research,,4,,,MAIN,,,,,,,
858,BIO-098,BIO,098,Research,BIO,1,4,,MAIN,,,,,,,
859,CHM-094,CHM,094,Tutorial:,CHM,1,4,,MAIN,,,,,,,
86,ART-122,ART,122,The Arts of Medieval Europe,ART,4,,Y,MAIN,,,,,,,
860,CHM-098,CHM,098,Research,CHM,1,4,,MAIN,,,,,,,
861,COM-094,COM,094,Tutorial:,COM,1,4,,MAIN,,,,,,,
863,CS-094,CS,094,Tutorial:,,1,4,,MAIN,,,,,,,
865,CS-098,CS,098,Research,MA,1,4,,MAIN,,,,,,,
866,CS-194,CS,194,Tutorial:,MA,1,4,,MAIN,,,,,,,
867,EB-094,EB,094,Tutorial:,EB,1,4,,MAIN,,,,,,,
868,EB-198,EB,198,Research,EB,1,4,Y,MAIN,,,,,,,
869,EB-098,EB,098,Research,,1,4,,MAIN,,,,,,,
870,ED-194,ED,194,Tutorial:,ED,1,4,,MAIN,,,,,,,
872,FR-094,FR,094,Tutorial:,ML,1,4,,MAIN,,,,,,,
873,HIS-098,HIS,098,Research:,HIS,1,4,,MAIN,,,,,,,
874,IS-118,IS,118,Arts & Ideas of Eastern Tradition I,,4,,,MAIN,,,,,,,
875,IS-119,IS,119,Arts & Ideas of Eastern Tradition II,,4,,,MAIN,,,,,,,
876,KNS-194,KNS,194,Tutorial:,KNS,1,4,,MAIN,,,,,,,
878,KNS-098,KNS,098,Research,,1,4,,MAIN,,,,,,,
879,MU-094,MU,094,Tutorial:,MU,1,4,,MAIN,,,,,,,
88,ART-124,ART,124,Italian Renaissance Art,ART,4,,Y,MAIN,,,,,,,
880,MU-194,MU,194,Tutorial:,MU,1,4,,MAIN,,,,,,,
882,PHI-094,PHI,094,Tutorial:,,1,4,,MAIN,,,,,,,
883,PHI-198,PHI,198,Research,,1,4,,MAIN,,,,,,,
884,PHI-098,PHI,098,Research,,1,4,,MAIN,,,,,,,
885,PHY-094,PHY,094,Tutorial:,PHY,1,4,,MAIN,,,,,,,
886,PHY-098,PHY,098,Research,PHY,1,4,,MAIN,,,,,,,
887,POL-094,POL,094,Tutorial:,,1,4,,MAIN,,,,,,,
888,ART-198,ART,198,Research,,1,4,,MAIN,,,,,,,
89,ART-125,ART,125,Northern Renaissance Art,,4,,Y,MAIN,,,,,,,
899,PHS-117,PHS,117,Exploration of the Universe,,4,,,MAIN,,,,,,,
9,COM-006,COM,006,"Messages, Meaning and Culture",COM,4,,,MAIN,,,US,,,,
90,ART-126,ART,126,Seventeenth Century Art,ART,4,,Y,MAIN,,,,,,,
906,IS-998,IS,998,Consortium Visitor Semester,,15,,,MAIN,,,,,,,
92,ART-128,ART,128,Modern & Contemporary Art,ART,4,,Y,MAIN,,,,,,,
936,AN-190,AN,190,Field Placement,,1,8,,MAIN,,,,,,,
937,AN-194,AN,194,Tutorial,SOC,1,4,,MAIN,,,,,,,
938,AN-198,AN,198,Senior Resesarch Project,SOC,4,,,MAIN,,,RES,,,,
939,AN-199,AN,199,Major Honors,,2,4,,MAIN,,,,,,,
94,ART-131,ART,131,Theory & Criticism in The Arts,ART,4,,,MAIN,,,WSI,,,,
941,ART-029,ART,029,Studio Art Topics:,ART,4,,,MAIN,,,,,,,
942,ART-051,ART,051,Painting & Illustration Tech I,ART,4,,,MAIN,,,,,,,
951,BIO-129,BIO,129,Tropical Ecology,BIO,4,,Y,MAIN,,,TG,,,,
952,BIO-131,BIO,131,Evolution,BIO,4,,Y,MAIN,,,,,,,
954,BIO-199,BIO,199,Major Honors,BIO,2,4,,MAIN,,,PP,,,,
967,ENG-112,ENG,112,Screenwriting II,ENG,4,,Y,MAIN,,,WSI,,,,
968,ENG-150,ENG,150,Topics:,ENG,1,4,,MAIN,ENG,,WSI,,,,
97,ART-193,ART,193,Senior Project,ART,2,,,MAIN,,,PP,,,,
98,ART-195,ART,195,Senior Seminar,ART,2,,,MAIN,,,IMD,,,,
988,HB-094,HB,094,Tutorial:,RS,1,4,,MAIN,,,,,,,
99,ART-041,ART,041,The Art of Interpretive Craft I,ART,4,,,MAIN,,,,,,,
